Change,Analyst,Recommendation,Date
Initiated,Sterne Agee CRT,to Buy,9/28/2015
Maintains,Canaccord Genuity,to Buy,9/21/2015
Maintains,JMP Securities,to Outperform,9/23/2020
Initiated,Rosenblatt,to Buy,9/9/2015
Upgrade,Wells Fargo,Market Perform to Outperform,8/25/2015
Downgrade,Bank of America,Buy to Neutral,8/5/2015
Initiated,Nomura,to Buy,7/30/2015
Downgrade,Cowen & Co.,Outperform to Market Perform,7/22/2015
Upgrade,Societe Generale,Hold to Buy,9/23/2020
Maintains,Susquehanna,to Positive,9/23/2020
Maintains,Jefferies,to Hold,4/27/2015
Maintains,Jefferies,to Hold,4/27/2015
Initiated,Brean Capital,to Buy,4/27/2015
Initiated,FBR Capital,to Outperform,4/17/2015
Initiated,Maxim Group,to Hold,4/16/2015
Downgrade,Raymond James,Outperform to Market Perform,4/10/2015
Downgrade,Societe Generale,Buy to Hold,4/8/2015
Maintains,RBC Capital,to Outperform,3/31/2015
Maintains,Credit Suisse,Outperform to Outperform,3/26/2015
Maintains,Cantor Fitzgerald,to Buy,9/23/2020
Maintains,Cowen & Co.,to Outperform,3/23/2015
Maintains,Jefferies,to Hold,3/18/2015
Maintains,Berenberg,to Buy,9/23/2020
Maintains,Nomura,to Neutral,3/10/2015
Maintains,Monness Crespi Hardt,to Buy,3/10/2015
Maintains,Evercore ISI Group,to Buy,3/10/2015
Maintains,Macquarie,to Outperform,3/9/2015
Maintains,Oppenheimer,to Outperform,3/3/2015
Maintains,Morgan Stanley,to Overweight,3/2/2015
Maintains,Stifel Nicolaus,to Buy,2/25/2015
Maintains,Stifel Nicolaus,to Buy,2/24/2015
Maintains,Goldman Sachs,to,2/20/2015
Maintains,JP Morgan,to Overweight,2/11/2015
Maintains,JP Morgan,to Overweight,1/28/2015
Maintains,BMO Capital,Outperform to Outperform,1/28/2015
Maintains,Jefferies,Hold to Hold,1/28/2015
Maintains,Deutsche Bank,Hold to Hold,1/28/2015
Maintains,Evercore ISI Group,Buy to Buy,1/28/2015
Maintains,Cowen & Co.,Outperform to Outperform,1/28/2015
Maintains,RBC Capital,Outperform to Outperform,1/28/2015
Maintains,RBC Capital,Outperform to Outperform,1/16/2015
Maintains,Societe Generale,Buy to Buy,1/16/2015
Downgrade,Mizuho,Buy to Neutral,1/15/2015
Upgrade,Credit Suisse,Neutral to Outperform,1/13/2015
Maintains,Citigroup,to Buy,12/8/2014
Maintains,JMP Securities,to Market Outperform,12/3/2014
Maintains,Canaccord Genuity,to Buy,12/2/2014
Maintains,Barclays,to Overweight,12/1/2014
Maintains,Stifel Nicolaus,to Buy,11/25/2014
Maintains,Morgan Stanley,to Overweight,11/20/2014
Maintains,Jefferies,to Hold,11/19/2014
Maintains,Oppenheimer,to Outperform,11/18/2014
Maintains,Barclays,to Overweight,10/21/2014
Maintains,Credit Suisse,to Neutral,10/14/2014
Upgrade,Oppenheimer,Market Perform to Outperform,10/9/2014
Maintains,Susquehanna,to Positive,10/7/2014
Downgrade,Deutsche Bank,Buy to Hold,10/3/2014
Maintains,Citigroup,to Buy,10/2/2014
Maintains,Evercore Partners,to Overweight,9/23/2020
Initiated,Jefferies,to Hold,9/30/2014
Maintains,Barclays,to Overweight,9/10/2014
Maintains,Wells Fargo,to Market Perform,9/10/2014
Maintains,Goldman Sachs,to Buy,9/10/2014
Downgrade,Pacific Crest,Outperform to Sector Perform,9/10/2014
Maintains,Nomura,to Neutral,9/2/2014
Maintains,Raymond James,to Outperform,7/23/2014
Maintains,Nomura,to Neutral,7/23/2014
Maintains,Macquarie,to Outperform,7/23/2014
Maintains,UBS,to Buy,7/21/2014
Upgrade,JMP Securities,Market Perform to Market Outperform,7/21/2014
Maintains,Morgan Stanley,to Overweight,7/14/2014
Upgrade,Barclays,Equal-weight to Overweight,7/14/2014
Maintains,Canaccord Genuity,to Buy,7/11/2014
Maintains,Evercore Partners,to Overweight,7/2/2014
Maintains,Credit Suisse,to Neutral,6/25/2014
Upgrade,Societe Generale,Hold to Buy,6/17/2014
Maintains,Raymond James,to Outperform,6/13/2014
Maintains,Deutsche Bank,to Buy,6/11/2014
Maintains,Monness Crespi Hardt,to Buy,6/11/2014
Maintains,Citigroup,to Neutral,6/10/2014
Maintains,Barclays,to Equal-Weight,6/10/2014
Maintains,Stifel Nicolaus,to Buy,6/9/2014
Maintains,Credit Suisse,to Neutral,6/3/2014
Maintains,Canaccord Genuity,to Buy,6/3/2014
Maintains,UBS,to Buy,5/29/2014
Maintains,Baird,to Outperform,5/29/2014
Maintains,Bank of America,to Neutral,5/29/2014
Maintains,Barclays,to Equal-Weight,5/28/2014
Maintains,Bernstein,to Outperform,5/28/2014
Downgrade,ISI Group,Strong Buy to Buy,9/23/2020
Maintains,RBC Capital,to Outperform,5/6/2014
Upgrade,CLSA,Outperform to Buy,4/24/2014
Maintains,Nomura,to Neutral,4/24/2014
Maintains,Bank of America,to Neutral,4/24/2014
Maintains,Pacific Crest,to Outperform,4/24/2014
Maintains,Credit Suisse,to Neutral,4/24/2014
Maintains,Citigroup,to Hold,4/24/2014
Maintains,Canaccord Genuity,to Buy,4/24/2014
Maintains,Barclays,to Equal-Weight,4/24/2014
Initiated,Deutsche Bank,to Buy,4/10/2014
Initiated,Macquarie,to Outperform,3/21/2014
Upgrade,Pacific Crest,Sector Perform to Outperform,3/11/2014
Maintains,Canaccord Genuity,to Buy,3/3/2014
Downgrade,Barclays,Overweight to Equal-weight,2/20/2014
Maintains,Bank of America,to Neutral,2/14/2014
Downgrade,Hilliard Lyons,Buy to Long-Term Buy,1/28/2014
Maintains,Barclays,to Overweight,1/28/2014
Maintains,Nomura,to Neutral,1/28/2014
Downgrade,BGC Financial,Buy to Hold,1/27/2014
Downgrade,Societe Generale,Buy to Hold,1/21/2014
Maintains,Oracle Investment Research,to Strong Buy,9/23/2020
Downgrade,Standpoint,Hold to Sell,1/6/2014
Downgrade,Wells Fargo,Outperform to Market Perform,1/2/2014
Maintains,Raymond James,to Strong Buy,12/23/2013
Maintains,JP Morgan,to Overweight,12/19/2013
Maintains,Monness Crespi Hardt,to Buy,12/19/2013
Maintains,Morgan Stanley,to Overweight,12/16/2013
Maintains,Canaccord Genuity,to Buy,12/12/2013
Maintains,Bank of America,to Neutral,12/10/2013
Maintains,Citigroup,to Neutral,12/6/2013
Upgrade,UBS,Neutral to Buy,12/3/2013
Upgrade,UBS,Neutral to Buy,12/2/2013
Maintains,Cantor Fitzgerald,to Buy,11/29/2013
Maintains,Wells Fargo,to Outperform,11/25/2013
Maintains,Susquehanna,to Positive,11/18/2013
Maintains,Canaccord Genuity,to Buy,11/14/2013
Maintains,Canaccord Genuity,to Buy,10/29/2013
Maintains,PiperJaffray,to Overweight,10/29/2013
Maintains,Deutsche Bank,to Buy,10/29/2013
Maintains,Jefferies,to Buy,10/29/2013
Maintains,Wells Fargo,to Outperform,10/29/2013
Maintains,Janney Capital,to Buy,9/23/2020
Maintains,Stifel Nicolaus,to Buy,10/29/2013
Maintains,Monness Crespi Hardt,to Buy,10/29/2013
Maintains,Nomura,to Neutral,10/29/2013
Maintains,Citigroup,to Neutral,10/29/2013
Upgrade,Baird,Neutral to Outperform,10/29/2013
Maintains,Goldman Sachs,to Buy,10/29/2013
Maintains,BMO Capital,to Outperform,10/29/2013
Maintains,Wells Fargo,to Outperform,10/23/2013
Maintains,Nomura,to Neutral,10/23/2013
Upgrade,Societe Generale,Hold to Buy,10/21/2013
Maintains,Mizuho,to Buy,10/14/2013
Upgrade,Jefferies,Hold to Buy,10/7/2013
Maintains,BMO Capital,to Outperform,10/4/2013
Maintains,Global Equities Research,to Overweight,9/23/2020
Maintains,Monness Crespi Hardt,to Buy,9/27/2013
Upgrade,Susquehanna,Neutral to Positive,9/24/2013
Maintains,Barclays,to Overweight,9/24/2013
Downgrade,Societe Generale,Buy to Hold,9/23/2013
Maintains,FBN Securities,to Outperform,9/23/2013
Maintains,Jefferies,to Hold,9/13/2013
Downgrade,Credit Suisse,Outperform to Neutral,9/11/2013
Maintains,Oppenheimer,to Outperform,9/11/2013
Maintains,PiperJaffray,to Overweight,9/11/2013
Maintains,Canaccord Genuity,to Buy,9/11/2013
Downgrade,UBS,Buy to Neutral,9/11/2013
Maintains,Nomura,to Neutral,9/11/2013
Downgrade,Bank of America,Buy to Neutral,9/11/2013
Maintains,FBN Securities,to Outperform,9/9/2013
Maintains,Evercore Partners,to Overweight,9/6/2013
Initiated,Cantor Fitzgerald,to Buy,9/4/2013
Downgrade,ABG Sundal Collier,Hold to Sell,9/23/2020
Maintains,UBS,to Buy,8/21/2013
Maintains,RBC Capital,to Outperform,8/15/2013
Maintains,Needham,to Buy,8/12/2013
Downgrade,Standpoint Research,Buy to Hold,8/2/2013
Maintains,Jefferies,to Hold,8/1/2013
Upgrade,BMO Capital,Market Perform to Outperform,7/24/2013
Maintains,Stifel Nicolaus,to Buy,7/24/2013
Maintains,Bank of America,to Buy,7/24/2013
Maintains,Goldman Sachs,to Buy,7/24/2013
Maintains,BMO Capital,to Market Perform,7/22/2013
Upgrade,Raymond James,Outperform to Strong Buy,7/1/2013
Maintains,BMO Capital,to Market Perform,6/24/2013
Maintains,Jefferies,to Hold,6/24/2013
Initiated,Susquehanna,to Neutral,5/15/2013
Maintains,Barclays,to Overweight,5/6/2013
Upgrade,ABG Sundal Collier,Sell to Hold,4/25/2013
Downgrade,Hamburger Sparkasse,Buy to Hold,4/25/2013
Upgrade,Hilliard Lyons,Long-Term Buy to Buy,4/24/2013
Initiated,Ameriprise Financial,to Buy,4/24/2013
Maintains,Societe Generale,to Buy,4/24/2013
Maintains,Nomura,to Neutral,4/24/2013
Maintains,Credit Suisse,to Outperform,4/24/2013
Maintains,FBN Securities,to Outperform,4/24/2013
Maintains,Citigroup,to Neutral,4/24/2013
Downgrade,BMO Capital,Outperform to Market Perform,4/24/2013
Maintains,FBR Capital,to Outperform,4/23/2013
Maintains,Monness Crespi Hardt,to Buy,4/22/2013
Upgrade,BGC Financial,Hold to Buy,4/22/2013
Maintains,BMO Capital,to Outperform,4/22/2013
Upgrade,Avondale Partners,Market Perform to Market Outperform,4/22/2013
Maintains,Sterne Agee,to Buy,9/23/2020
Maintains,Barclays,to Overweight,4/19/2013
Initiated,Standpoint,to Buy,4/19/2013
Maintains,Janney Capital,to Buy,4/18/2013
Maintains,BMO Capital,to Outperform,4/18/2013
Maintains,PiperJaffray,to Overweight,4/16/2013
Maintains,Stifel Nicolaus,to Buy,4/16/2013
Maintains,RBC Capital,to Outperform,4/12/2013
Initiated,Lazard,to Buy,9/23/2020
Maintains,Goldman Sachs,to Buy,4/2/2013
Maintains,Oppenheimer,to Outperform,3/26/2013
Maintains,Canaccord Genuity,to Buy,3/20/2013
Maintains,Sterne Agee,to Buy,3/15/2013
Upgrade,BTIG Research,Neutral to Buy,3/14/2013
Maintains,Jefferies,to Hold,3/12/2013
Downgrade,Credit Agricole,Buy to Outperform,9/23/2020
Maintains,Citigroup,to Neutral,3/6/2013
Downgrade,Berenberg,Buy to Sell,3/6/2013
Downgrade,Cleveland Research,Buy to Neutral,3/5/2013
Maintains,Needham,to Buy,2/25/2013
Downgrade,Baird,Outperform to Market Perform,1/28/2013
Maintains,FBN Securities,to Outperform,1/24/2013
Downgrade,Hilliard Lyons,Buy to Long-term Buy,1/24/2013
Maintains,BGC Financial,to Hold,1/24/2013
Maintains,UBS,to Buy,1/24/2013
Maintains,Societe Generale,to Buy,1/24/2013
Maintains,Goldman Sachs,to Buy,1/24/2013
Maintains,Janney Capital,to Buy,1/24/2013
Maintains,Sterne Agee,to Buy,1/24/2013
Maintains,Canaccord Genuity,to Buy,1/24/2013
Maintains,PiperJaffray,to Overweight,1/24/2013
Maintains,Credit Agricole,to Buy,1/24/2013
Maintains,Barclays,to Overweight,1/24/2013
Maintains,RBC Capital,to Outperform,1/24/2013
Downgrade,Scotiabank,Outperform to Sector Perform,9/23/2020
Maintains,Stifel Nicolaus,to Buy,1/24/2013
Maintains,Topeka,to Buy,9/23/2020
Maintains,Nomura,to Neutral,1/24/2013
Maintains,BMO Capital,to Outperform,1/24/2013
Maintains,Deutsche Bank,to Buy,1/24/2013
Maintains,Credit Suisse,to Outperform,1/24/2013
Maintains,Oracle Investment Research,to Strong Buy,1/24/2013
Downgrade,Jefferies,Buy to Hold,1/24/2013
Maintains,"Monness, Crespi, Hardt",to Buy,9/23/2020
Maintains,Scotiabank,to Sector Outperform,1/22/2013
Maintains,UBS,to Buy,1/22/2013
Maintains,BMO Capital,to Outperform,1/17/2013
Maintains,JP Morgan,to Overweight,1/17/2013
Maintains,BGC Financial,to Hold,1/16/2013
Maintains,Stifel,to Buy,1/16/2013
Maintains,Bank of America,to Buy,1/16/2013
Maintains,Stifel,to Buy,1/16/2013
Downgrade,Pacific Crest,Outperform to Sector Perform,1/16/2013
Maintains,Nomura,to Neutral,1/15/2013
Maintains,Credit Agricole,to Buy,1/11/2013
Maintains,PiperJaffray,to Overweight,1/10/2013
Maintains,Barclays,to Overweight,1/7/2013
Reiterates,Canaccord Genuity,to,12/17/2012
Maintains,Mizuho,to Buy,12/17/2012
Maintains,Pacific Crest,to Outperform,12/17/2012
Maintains,BMO Capital,to Outperform,12/17/2012
Downgrade,Citigroup,Buy to Neutral,12/17/2012
Maintains,UBS,to Buy,12/14/2012
Maintains,Jefferies,to Buy,12/10/2012
Upgrade,Oracle Investment Research,Buy to Strong Buy,12/5/2012
Initiated,ABG Sundal Collier,to,12/3/2012
Initiated,Citigroup,to Buy,11/26/2012
Maintains,Bank of America,to Buy,11/19/2012
Initiated,Avondale Partners,to Market Perform,11/9/2012
Upgrade,Oracle Investment Research,Hold to Buy,11/1/2012
Maintains,Telsey Advisory Group,to Outperform,9/23/2020
Maintains,Deutsche Bank,to Buy,10/26/2012
Maintains,FBN Securities,to Outperform,10/26/2012
Maintains,Nomura,to Neutral,10/26/2012
Maintains,Barclays,to Overweight,10/24/2012
Maintains,Canaccord Genuity,to Buy,10/24/2012
Initiated,Nomura,to Neutral,10/9/2012
Maintains,"Crowell, Weedon & Co.",to Buy,9/23/2020
Maintains,Deutsche Bank,to Buy,9/21/2012
Maintains,Bank of America,to Buy,9/18/2012
Maintains,Sterne Agee,to Buy,9/18/2012
Maintains,BMO Capital,to Outperform,9/17/2012
Maintains,Hilliard Lyons,to Buy,9/14/2012
Maintains,Barclays,to Overweight,9/13/2012
Maintains,UBS,to Buy,9/13/2012
Maintains,Goldman Sachs,to Buy,9/13/2012
Maintains,Sterne Agee,to Buy,9/13/2012
Maintains,Hudson Square,to Buy,9/12/2012
Maintains,Hudson Square,to Buy,9/23/2020
Initiated,Monness Crespi Hardt,to Buy,9/10/2012
Maintains,Societe Generale,to Buy,9/6/2012
Maintains,JP Morgan,to Overweight,9/5/2012
Maintains,Wedbush,to Outperform,9/4/2012
Maintains,Bank of America,to Buy,8/27/2012
Maintains,Oppenheimer,to Outperform,8/27/2012
Maintains,Needham,to Buy,8/22/2012
Downgrade,Oracle Investment Research,Buy to Hold,8/21/2012
Maintains,Jefferies,to Buy,8/17/2012
Initiated,Stifel Nicolaus,to Buy,8/9/2012
Downgrade,Phillip Securities,Accumulate to Neutral,9/23/2020
Maintains,BMO Capital,to Outperform,7/25/2012
Maintains,Bank of America,to Buy,7/25/2012
Downgrade,Raymond James,Strong Buy to Outperform,7/25/2012
Maintains,Goldman Sachs,to Buy,7/25/2012
Maintains,Morgan Stanley,to Overweight,7/25/2012
Initiated,UBS,to Buy,7/11/2012
Maintains,"Crowell, Weedon & Co.",to Buy,6/4/2012
Upgrade,Scotiabank,to Sector Outperform,4/26/2012
Maintains,Hilliard Lyons,to Buy,4/26/2012
Maintains,Bank oferica,to Buy,4/25/2012
Maintains,Sterne Agee,to Buy,4/25/2012
Maintains,ISI Group,to Buy,4/25/2012
Upgrade,Societe Generale,to Buy,4/25/2012
Maintains,Canaccord Genuity,to Buy,4/25/2012
Maintains,FBN Securities,to Outperform,4/25/2012
Maintains,Wedbush,to Outperform,4/25/2012
Maintains,Citigroup,to Buy,4/25/2012
Maintains,Goldman Sachs,to Buy,4/25/2012
Maintains,Deutsche Bank,to Buy,4/25/2012
Maintains,Canaccord Genuity,to Buy,4/19/2012
Maintains,Goldman Sachs,to Buy,4/18/2012
Maintains,Bank oferica,to Buy,4/13/2012
Maintains,Credit Suisse,to Outperform,4/12/2012
Maintains,Sterne Agee,to Buy,4/11/2012
Downgrade,BTIG Research,to Neutral,4/9/2012
Maintains,Jefferies,to Buy,4/5/2012
Maintains,JP Morgan,to Overweight,4/3/2012
Maintains,PiperJaffray,to Overweight,4/3/2012
Maintains,BMO Capital,to Outperform,3/30/2012
Maintains,"Crowell, Weedon & Co.",to Buy,3/21/2012
Maintains,Hilliard Lyons,to Buy,3/21/2012
Maintains,Scotiabank,to Sector Perform,3/21/2012
Maintains,Citigroup,to Buy,3/20/2012
Maintains,Sterne Agee,to Buy,3/20/2012
Maintains,Morgan Keegan,to Outperform,3/19/2012
Maintains,Goldman Sachs,to Buy,3/19/2012
Maintains,FBN Securities,to Outperform,3/19/2012
Maintains,Wedbush,to Outperform,3/19/2012
Maintains,UBS,to Buy,3/16/2012
Maintains,Oppenheimer,to Outperform,3/16/2012
Maintains,PiperJaffray,to Overweight,3/15/2012
Initiated,Oxen Group,to Buy,3/14/2012
Maintains,Canaccord Genuity,to Buy,3/14/2012
Maintains,Morgan Stanley,to Overweight,3/14/2012
Maintains,Jefferies,to Buy,3/13/2012
Maintains,FBN Securities,to Outperform,3/8/2012
Maintains,Canaccord Genuity,to Buy,2/9/2012
